CODMUNRES,ANO,BAIXO_PESO,TOTAL
150125,2012,1,42
150125,2013,3,42
150125,2014,4,44
150125,2015,3,43
150125,2016,3,36
150125,2017,1,49
150125,2018,4,48
150125,2019,3,46
150130,2012,162,2026
150130,2013,148,1968
150130,2014,142,2080
150130,2015,160,2048
150130,2016,145,2114
150130,2017,159,2112
150130,2018,169,2244
150130,2019,175,2250
150140,2012,1832,20986
150140,2013,1731,21506
150140,2014,1720,21112
150140,2015,1785,20847
150140,2016,1558,18959
150140,2017,1551,19034
150140,2018,1519,18934
150140,2019,1471,18193
150145,2012,12,237
150145,2013,8,268
150145,2014,15,239
150145,2015,18,272
150145,2016,10,232
150145,2017,27,269
150145,2018,18,288
150145,2019,33,309
150150,2012,71,1057
150150,2013,75,998
150150,2014,76,1052
150150,2015,89,998
150150,2016,79,929
150150,2017,80,1024
150150,2018,81,1014
150150,2019,82,977
150157,2012,12,227
150157,2013,11,227
150157,2014,13,200
150157,2015,12,251
150157,2016,13,239
150157,2017,7,223
150157,2018,12,275
150157,2019,21,288
150160,2012,12,213
150160,2013,6,189
150160,2014,13,211
150160,2015,12,209
150160,2016,10,178
150160,2017,11,177
150160,2018,12,185
150160,2019,9,209
150170,2012,157,2125
150170,2013,168,2155
150170,2014,193,2319
150170,2015,167,2151
150170,2016,150,2105
150170,2017,141,2088
150170,2018,172,2167
150170,2019,137,2088
150172,2012,13,270
150172,2013,15,263
150172,2014,15,286
150172,2015,11,254
150172,2016,16,265
150172,2017,12,331
150172,2018,15,347
150172,2019,9,323
150175,2012,4,97
150175,2013,4,95
150175,2014,6,90
150175,2015,7,103
150175,2016,2,78
150175,2017,6,92
150175,2018,4,88
150175,2019,6,100
150178,2012,56,785
150178,2013,72,771
150178,2014,61,831
150178,2015,50,815
150178,2016,60,760
150178,2017,50,777
150178,2018,65,786
150178,2019,63,745
150180,2012,188,2331
150180,2013,197,2608
150180,2014,217,2716
150180,2015,160,2559
150180,2016,139,2495
150180,2017,186,2681
150180,2018,194,2808
150180,2019,191,2733
150190,2012,31,501
150190,2013,46,488
150190,2014,38,496
150190,2015,34,470
150190,2016,21,493
150190,2017,41,468
150190,2018,38,470
150190,2019,30,455
150195,2012,23,350
150195,2013,16,313
150195,2014,20,303
150195,2015,14,297
150195,2016,12,332
150195,2017,16,307
150195,2018,10,298
150195,2019,18,306
150200,2012,22,234
150200,2013,14,263
150200,2014,13,298
150200,2015,18,310
150200,2016,19,335
150200,2017,19,330
150200,2018,23,350
150200,2019,29,343
150210,2012,202,2440
150210,2013,162,2437
150210,2014,161,2468
150210,2015,148,2414
150210,2016,179,2376
150210,2017,163,2373
150210,2018,167,2640
150210,2019,172,2451
150215,2012,51,858
150215,2013,56,930
150215,2014,73,1102
150215,2015,65,1310
150215,2016,85,1370
150215,2017,58,1220
150215,2018,73,1204
150215,2019,54,1150
150220,2012,67,1061
150220,2013,74,1157
150220,2014,76,1070
150220,2015,68,1104
150220,2016,64,1027
150220,2017,93,1017
150220,2018,69,1018
150220,2019,68,1041
150230,2012,48,819
150230,2013,43,820
150230,2014,50,829
150230,2015,44,839
150230,2016,42,797
150230,2017,44,805
150230,2018,67,928
150230,2019,44,927
150240,2012,191,3104
150240,2013,183,3110
150240,2014,229,3166
150240,2015,198,3236
150240,2016,186,3054
150240,2017,218,3155
150240,2018,205,3248
150240,2019,178,3280
150250,2012,21,277
150250,2013,21,277
150250,2014,27,334
150250,2015,18,349
150250,2016,16,358
150250,2017,21,370
150250,2018,26,415
150250,2019,18,336
150260,2012,13,149
150260,2013,10,153
150260,2014,13,170
150260,2015,18,175
150260,2016,9,189
150260,2017,10,162
150260,2018,15,175
150260,2019,5,153
150270,2012,46,744
150270,2013,43,737
150270,2014,52,790
150270,2015,35,771
150270,2016,52,743
150270,2017,55,761
150270,2018,66,776
150270,2019,43,694
150275,2012,28,496
150275,2013,40,552
150275,2014,32,492
150275,2015,29,526
150275,2016,20,485
150275,2017,40,495
150275,2018,44,551
150275,2019,34,538
150276,2012,12,146
150276,2013,4,129
150276,2014,10,133
150276,2015,11,138
150276,2016,11,156
150276,2017,9,165
150276,2018,11,178
150276,2019,10,194
150277,2012,21,439
150277,2013,25,403
150277,2014,27,399
150277,2015,32,398
150277,2016,20,321
150277,2017,15,283
150277,2018,17,304
150277,2019,22,306
150280,2012,46,627
150280,2013,39,609
150280,2014,51,638
150280,2015,45,661
150280,2016,43,685
150280,2017,45,721
150280,2018,48,739
150280,2019,47,685
150285,2012,8,208
150285,2013,9,216
150285,2014,13,242
150285,2015,15,207
150285,2016,15,202
150285,2017,10,190
150285,2018,6,232
150285,2019,14,233
150290,2012,27,488
150290,2013,25,466
150290,2014,41,528
150290,2015,49,522
150290,2016,40,522
150290,2017,35,484
150290,2018,44,540
150290,2019,58,538
150293,2012,40,698
150293,2013,27,670
150293,2014,28,689
150293,2015,36,745
150293,2016,40,685
150293,2017,55,686
150293,2018,43,640
150293,2019,18,586
150295,2012,27,494
150295,2013,20,499
150295,2014,23,537
150295,2015,21,492
150295,2016,14,402
150295,2017,28,407
150295,2018,27,524
150295,2019,30,474
150300,2012,9,144
150300,2013,13,136
150300,2014,12,170
150300,2015,5,124
150300,2016,5,121
150300,2017,8,150
150300,2018,6,141
150300,2019,6,122
150304,2012,16,294
150304,2013,16,273
150304,2014,17,296
150304,2015,12,319
150304,2016,25,321
150304,2017,31,335
150304,2018,25,370
150304,2019,20,340
150307,2012,29,420
150307,2013,32,499
150307,2014,27,486
150307,2015,26,420
150307,2016,25,404
150307,2017,22,406
150307,2018,31,417
150307,2019,22,483
150309,2012,45,709
150309,2013,32,659
150309,2014,30,526
150309,2015,32,511
150309,2016,35,459
150309,2017,37,539
150309,2018,27,563
150309,2019,27,556
150310,2012,33,637
150310,2013,35,622
150310,2014,47,725
150310,2015,46,679
150310,2016,39,721
150310,2017,52,750
150310,2018,35,752
150310,2019,41,763
150320,2012,44,577
150320,2013,49,613
150320,2014,42,599
150320,2015,33,563
150320,2016,39,540
150320,2017,40,555
150320,2018,52,562
150320,2019,20,555
150330,2012,71,1121
150330,2013,86,1145
150330,2014,71,1147
150330,2015,61,1105
150330,2016,76,1055
150330,2017,88,1032
150330,2018,64,1065
150330,2019,100,1132
150340,2012,13,159
150340,2013,13,181
150340,2014,6,164
150340,2015,9,172
150340,2016,12,158
150340,2017,14,174
150340,2018,11,179
150340,2019,9,158
150345,2012,32,560
150345,2013,25,570
150345,2014,30,561
150345,2015,37,558
150345,2016,34,582
150345,2017,37,586
150345,2018,42,607
150345,2019,33,633
150350,2012,34,475
150350,2013,30,458
150350,2014,30,452
150350,2015,29,454
150350,2016,21,433
150350,2017,28,418
150350,2018,39,425
150350,2019,36,445
150360,2012,103,2051
150360,2013,106,1603
150360,2014,101,2147
150360,2015,84,1918
150360,2016,114,1969
150360,2017,113,2355
150360,2018,145,2251
150360,2019,129,2313
150370,2012,46,887
150370,2013,37,874
150370,2014,50,856
150370,2015,47,878
150370,2016,30,820
150370,2017,41,766
150370,2018,53,834
150370,2019,43,830
150375,2012,42,514
150375,2013,35,480
150375,2014,48,567
150375,2015,60,608
150375,2016,34,581
150375,2017,54,614
150375,2018,39,594
150375,2019,50,580
150380,2012,33,893
150380,2013,38,853
150380,2014,42,896
150380,2015,35,869
150380,2016,31,773
150380,2017,36,733
150380,2018,50,736
150380,2019,53,702
150390,2012,71,953
150390,2013,76,1004
150390,2014,67,1054
150390,2015,71,1045
150390,2016,85,1117
150390,2017,64,1034
150390,2018,60,1065
150390,2019,88,1118
150400,2012,34,492
150400,2013,37,479
150400,2014,36,436
150400,2015,29,438
150400,2016,39,450
150400,2017,28,390
150400,2018,38,438
150400,2019,40,458
150405,2012,32,616
150405,2013,24,606
150405,2014,33,613
150405,2015,26,631
150405,2016,44,588
150405,2017,36,552
150405,2018,35,636
150405,2019,31,560
150410,2012,6,125
150410,2013,5,99
150410,2014,7,116
150410,2015,9,112
150410,2016,6,96
150410,2017,9,90
150410,2018,5,92
150410,2019,9,113
150420,2012,367,4724
150420,2013,357,4861
150420,2014,345,5036
150420,2015,414,5081
150420,2016,375,4654
150420,2017,373,4678
150420,2018,318,4857
150420,2019,348,4730
150430,2012,23,384
150430,2013,34,431
150430,2014,29,418
150430,2015,27,421
150430,2016,23,380
150430,2017,28,352
150430,2018,24,380
150430,2019,34,341
150440,2012,24,326
150440,2013,27,320
150440,2014,33,363
150440,2015,26,327
150440,2016,31,324
150440,2017,22,319
150440,2018,17,290
150440,2019,23,304
150442,2012,134,1654
150442,2013,140,1755
150442,2014,167,1822
150442,2015,155,1842
150442,2016,151,1758
150442,2017,156,1762
150442,2018,121,1687
150442,2019,148,1774
150445,2012,25,450
150445,2013,28,475
150445,2014,18,425
150445,2015,17,426
150445,2016,20,425
150445,2017,24,458
150445,2018,18,418
150445,2019,24,474
150450,2012,34,578
150450,2013,33,473
150450,2014,42,590
150450,2015,35,591
150450,2016,33,534
150450,2017,24,550
150450,2018,44,611
150450,2019,36,629
150460,2012,28,467
150460,2013,34,506
150460,2014,35,513
150460,2015,30,479
150460,2016,43,496
150460,2017,23,476
150460,2018,34,456
150460,2019,36,447
150470,2012,87,1154
150470,2013,91,1171
150470,2014,75,1198
150470,2015,89,1225
150470,2016,94,1183
150470,2017,90,1214
150470,2018,81,1285
150470,2019,105,1273
150475,2013,0,1
150475,2014,9,166
150475,2015,12,145
150475,2016,16,224
150475,2017,11,225
150475,2018,17,287
150475,2019,19,329
150480,2012,59,1035
150480,2013,55,1055
150480,2014,45,1072
150480,2015,50,1138
150480,2016,48,1125
150480,2017,67,1100
150480,2018,59,1024
150480,2019,56,1037
150490,2012,30,521
150490,2013,45,552
150490,2014,50,600
150490,2015,49,597
150490,2016,53,591
150490,2017,44,566
150490,2018,37,562
150490,2019,52,608
150495,2012,24,405
150495,2013,23,373
150495,2014,30,391
150495,2015,19,441
150495,2016,26,434
150495,2017,20,386
150495,2018,30,397
150495,2019,19,336
150497,2012,18,194
150497,2013,12,204
150497,2014,15,212
150497,2015,12,190
150497,2016,8,214
150497,2017,19,214
150497,2018,13,216
150497,2019,19,223
150500,2012,6,141
150500,2013,7,122
150500,2014,8,169
150500,2015,6,151
150500,2016,8,162
150500,2017,11,157
150500,2018,3,131
150500,2019,2,127
150503,2012,18,477
150503,2013,29,501
150503,2014,33,574
150503,2015,29,610
150503,2016,32,543
150503,2017,28,611
150503,2018,45,619
150503,2019,32,573
150506,2012,50,1245
150506,2013,50,1197
150506,2014,52,1231
150506,2015,48,1315
150506,2016,43,1201
150506,2017,55,1238
150506,2018,56,1220
150506,2019,57,1156
150510,2012,47,984
150510,2013,74,981
150510,2014,58,1034
150510,2015,54,965
150510,2016,77,969
150510,2017,58,1005
150510,2018,74,1010
150510,2019,78,1071
150520,2012,41,699
150520,2013,48,735
150520,2014,43,690
150520,2015,43,723
150520,2016,42,638
150520,2017,35,680
150520,2018,35,721
150520,2019,42,663
150530,2012,87,1255
150530,2013,101,1313
150530,2014,117,1464
150530,2015,91,1386
150530,2016,98,1375
150530,2017,104,1364
150530,2018,137,1499
150530,2019,114,1528
150540,2012,11,248
150540,2013,13,282
150540,2014,10,264
150540,2015,21,314
150540,2016,12,276
150540,2017,12,294
150540,2018,22,319
150540,2019,11,301
150543,2012,29,592
150543,2013,50,655
150543,2014,38,655
150543,2015,30,631
150543,2016,32,613
150543,2017,28,667
150543,2018,32,707
150543,2019,42,690
150548,2012,34,671
150548,2013,25,643
150548,2014,29,610
150548,2015,30,672
150548,2016,42,745
150548,2017,33,758
150548,2018,39,724
150548,2019,41,765
150549,2012,5,115
150549,2013,6,119
150549,2014,5,98
150549,2015,5,106
150549,2016,6,87
150549,2017,7,97
150549,2018,6,105
150549,2019,5,105
150550,2012,164,2059
150550,2013,155,1968
150550,2014,154,2028
150550,2015,134,1992
150550,2016,149,1970
150550,2017,120,1941
150550,2018,159,2113
150550,2019,114,2033
150553,2012,334,4448
150553,2013,349,5073
150553,2014,337,5285
150553,2015,317,4946
150553,2016,264,4574
150553,2017,290,4492
150553,2018,270,4730
150553,2019,308,4485
150555,2012,5,123
150555,2013,12,127
150555,2014,12,135
150555,2015,7,138
150555,2016,5,121
150555,2017,5,116
150555,2018,14,125
150555,2019,6,118
150560,2012,6,106
150560,2013,5,92
150560,2014,5,114
150560,2015,10,96
150560,2016,5,97
150560,2017,8,110
150560,2018,5,103
150560,2019,8,94
150563,2012,12,168
150563,2013,8,140
150563,2014,5,152
150563,2015,8,138
150563,2016,4,134
150563,2017,15,182
150563,2018,9,174
150563,2019,8,163
150565,2012,10,243
150565,2013,6,229
150565,2014,9,292
150565,2015,14,267
150565,2016,9,280
150565,2017,6,288
150565,2018,15,307
150565,2019,14,274
150570,2012,28,284
150570,2013,34,321
150570,2014,27,331
150570,2015,29,341
150570,2016,31,349
150570,2017,31,345
150570,2018,23,343
150570,2019,39,362
150580,2012,60,1139
150580,2013,77,1269
150580,2014,82,1458
150580,2015,80,1566
150580,2016,78,1439
150580,2017,80,1477
150580,2018,90,1645
150580,2019,83,1554
150590,2012,40,652
150590,2013,46,726
150590,2014,37,659
150590,2015,45,706
150590,2016,47,740
150590,2017,50,689
150590,2018,52,750
150590,2019,37,758
150600,2012,46,718
150600,2013,43,669
150600,2014,46,646
150600,2015,42,660
150600,2016,55,710
150600,2017,48,769
150600,2018,37,695
150600,2019,46,747
150610,2012,10,174
150610,2013,7,159
150610,2014,3,189
150610,2015,11,180
150610,2016,9,167
150610,2017,14,168
150610,2018,12,196
150610,2019,9,190
150611,2012,8,184
150611,2013,5,177
150611,2014,5,169
150611,2015,8,153
150611,2016,8,158
150611,2017,6,167
150611,2018,17,154
150611,2019,13,159
150613,2012,94,1579
150613,2013,96,1608
150613,2014,113,1627
150613,2015,83,1671
150613,2016,103,1605
150613,2017,104,1705
150613,2018,101,1737
150613,2019,105,1692
150616,2012,19,323
150616,2013,24,271
150616,2014,30,306
150616,2015,21,304
150616,2016,27,274
150616,2017,18,269
150616,2018,29,306
150616,2019,16,279
150618,2012,21,741
150618,2013,25,670
150618,2014,28,657
150618,2015,30,710
150618,2016,44,664
150618,2017,23,596
150618,2018,23,602
150618,2019,24,525
150619,2012,17,383
150619,2013,8,326
150619,2014,7,362
150619,2015,16,376
150619,2016,22,365
150619,2017,15,408
150619,2018,22,411
150619,2019,21,400
150620,2012,41,659
150620,2013,43,679
150620,2014,56,725
150620,2015,44,631
150620,2016,48,647
150620,2017,48,602
150620,2018,34,673
150620,2019,45,666
150630,2012,21,358
150630,2013,24,348
150630,2014,24,344
150630,2015,20,368
150630,2016,21,373
150630,2017,29,373
150630,2018,26,358
150630,2019,23,332
150635,2012,23,296
150635,2013,25,321
150635,2014,37,329
150635,2015,20,285
150635,2016,28,348
150635,2017,32,338
150635,2018,27,322
150635,2019,22,324
150640,2012,4,66
150640,2013,10,101
150640,2014,11,86
150640,2015,10,101
150640,2016,6,76
150640,2017,12,88
150640,2018,9,79
150640,2019,5,105
150650,2012,53,939
150650,2013,82,974
150650,2014,73,963
150650,2015,87,1031
150650,2016,78,974
150650,2017,70,940
150650,2018,66,992
150650,2019,93,979
150655,2012,23,356
150655,2013,20,329
150655,2014,17,329
150655,2015,13,336
150655,2016,18,369
150655,2017,31,334
150655,2018,15,303
150655,2019,12,305
150658,2012,14,181
150658,2013,9,162
150658,2014,12,177
150658,2015,13,195
150658,2016,5,140
150658,2017,11,136
150658,2018,16,176
150658,2019,9,202
150660,2012,21,363
150660,2013,25,377
150660,2014,16,364
150660,2015,15,358
150660,2016,32,363
150660,2017,17,413
150660,2018,22,395
150660,2019,29,447
150670,2012,13,579
150670,2013,32,535
150670,2014,24,561
150670,2015,34,573
150670,2016,40,563
150670,2017,25,555
150670,2018,30,596
150670,2019,46,591
150680,2012,355,6401
150680,2013,389,6221
150680,2014,403,6464
150680,2015,458,6651
150680,2016,417,6386
150680,2017,465,6677
150680,2018,516,6591
150680,2019,519,6546
150690,2012,3,101
150690,2013,4,88
150690,2014,3,107
150690,2015,7,82
150690,2016,5,105
150690,2017,5,104
150690,2018,3,87
150690,2019,5,94
150700,2012,25,481
150700,2013,38,477
150700,2014,36,472
150700,2015,38,503
150700,2016,25,441
150700,2017,36,478
150700,2018,31,495
150700,2019,32,503
150710,2012,19,242
150710,2013,24,219
150710,2014,17,217
150710,2015,21,228
150710,2016,17,221
150710,2017,17,215
150710,2018,25,227
150710,2019,14,221
150715,2012,16,367
150715,2013,12,362
150715,2014,15,359
150715,2015,27,373
150715,2016,25,327
150715,2017,19,344
150715,2018,20,417
150715,2019,27,343
150720,2012,32,628
150720,2013,35,613
150720,2014,43,567
150720,2015,29,485
150720,2016,31,506
150720,2017,40,515
150720,2018,34,464
150720,2019,39,458
150730,2012,48,976
150730,2013,62,880
150730,2014,34,901
150730,2015,51,997
150730,2016,47,1031
150730,2017,67,1062
150730,2018,61,1144
150730,2019,55,1068
150740,2012,11,207
150740,2013,16,221
150740,2014,19,219
150740,2015,7,190
150740,2016,17,223
150740,2017,13,206
150740,2018,19,239
150740,2019,14,225
150745,2012,25,495
150745,2013,25,485
150745,2014,27,429
150745,2015,24,480
150745,2016,21,455
150745,2017,18,491
150745,2018,28,528
150745,2019,21,432
150746,2012,7,81
150746,2013,4,70
150746,2014,8,82
150746,2015,3,83
150746,2016,9,80
150746,2017,7,87
150746,2018,10,97
150746,2019,5,83
150747,2012,20,338
150747,2013,15,360
150747,2014,30,331
150747,2015,29,335
150747,2016,21,329
150747,2017,20,305
150747,2018,26,305
150747,2019,22,303
150750,2012,7,189
150750,2013,10,171
150750,2014,7,165
150750,2015,11,221
150750,2016,16,214
150750,2017,8,167
150750,2018,16,239
150750,2019,14,181
150760,2012,66,971
150760,2013,63,929
150760,2014,71,984
150760,2015,72,963
150760,2016,53,920
150760,2017,75,943
150760,2018,72,925
150760,2019,61,916
150770,2012,40,462
150770,2013,35,494
150770,2014,36,520
150770,2015,45,545
